EEID,Full Name,First Name,Last Name,Email,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date,Access
E02798,Charles Henderson,Charles ,Henderson,CHenderson@scorpius.com,Systems Analyst,IT,Speciality Products,Male,Caucasian,48,2/11/2002,43080,0,United States,Nashville,,Privileged
E04542,Camila Cortez,Camila ,Cortez,CCortez@scorpius.com,Manager,Marketing,Manufacturing,Female,Latino,29,5/9/2021,129541,0.08,United States,Nashville,5/24/2021,Privileged
E02818,Aaron Garza,Aaron ,Garza,AGarza@scorpius.com,Director,Sales,Research & Development,Male,Latino,39,12/27/2013,165756,0.28,United States,Nashville,6/9/2020,Privileged
E02907,Jose Singh,Jose ,Singh,JSingh@scorpius.com,Sr. Manger,Finance,Speciality Products,Male,Asian,44,4/6/2010,142878,0.12,United States,Nashville,,Standard
E00023,Gabriel Joseph,Gabriel ,Joseph,GJoseph@scorpius.com,Director,Engineering,Manufacturing,Male,Caucasian,52,10/28/2006,187992,0.28,United States,Nashville,,Privileged
E01429,Dylan Wilson,Dylan ,Wilson,DWilson@scorpius.com,Network Administrator,IT,Research & Development,Male,Caucasian,48,9/27/2006,76505,0,United States,Nashville,4/8/2007,Privileged
E01249,Samuel Bailey,Samuel ,Bailey,SBailey@scorpius.com,Vice President,Accounting,Speciality Products,Male,Caucasian,41,8/17/2013,235619,0.3,United States,Nashville,,Privileged
E04732,Benjamin Ramirez,Benjamin ,Ramirez,BRamirez@scorpius.com,Network Engineer,IT,Research & Development,Male,Latino,48,7/27/2005,68987,0,United States,Nashville,4/22/2006,Privileged
E03834,Anthony Carter,Anthony ,Carter,ACarter@scorpius.com,Director,Engineering,Speciality Products,Male,Caucasian,41,3/15/2007,155926,0.24,United States,Nashville,5/30/2008,Privileged
E02923,Ethan Tang,Ethan ,Tang,ETang@scorpius.com,Sr. Analyst,Accounting,Speciality Products,Male,Asian,54,5/4/2016,93668,0,United States,Nashville,,Standard
E02642,Sebastian Rogers,Sebastian ,Rogers,SRogers@scorpius.com,HRIS Analyst,Human Resources,Research & Development,Male,Caucasian,38,11/29/2019,69647,0,United States,Nashville,4/20/2022,Standard
E00981,Miles Thao,Miles ,Thao,MThao@scorpius.com,System Administrator ,IT,Corporate,Male,Asian,57,6/26/2003,63318,0,United States,Nashville,,Privileged
E04547,Avery Grant,Avery ,Grant,AGrant@scorpius.com,Enterprise Architect,IT,Research & Development,Female,Caucasian,49,3/5/2014,88777,0,United States,Nashville,,Privileged
E04484,Vivian Thao,Vivian ,Thao,VThao@scorpius.com,Quality Engineer,Engineering,Research & Development,Female,Asian,45,4/23/2015,60017,0,United States,Nashville,,Standard
E01209,Jayden Williams,Jayden ,Williams,JWilliams@scorpius.com,Manager,Human Resources,Manufacturing,Male,Caucasian,64,12/26/1992,104668,0.08,United States,Nashville,,Privileged
E02024,Amelia Bell,Amelia ,Bell,ABell@scorpius.com,Sr. Analyst,Sales,Manufacturing,Female,Caucasian,53,8/5/2017,89769,0,United States,Nashville,,Standard
E02427,Addison Mehta,Addison ,Mehta,AMehta@scorpius.com,Manager,Sales,Corporate,Female,Asian,27,9/15/2018,127616,0.07,United States,Nashville,,Privileged
E00276,Alexander Jackson,Alexander ,Jackson,AJackson@scorpius.com,Manager,Human Resources,Corporate,Male,Caucasian,45,7/9/2012,109883,0.07,United States,Nashville,,Privileged
E03248,Lyla Stewart,Lyla ,Stewart,LStewart@scorpius.com,Sr. Manger,IT,Speciality Products,Female,Caucasian,43,3/27/2015,120321,0.12,United States,Nashville,,Privileged
E04444,Brooklyn Ruiz,Brooklyn ,Ruiz,BRuiz@scorpius.com,IT Coordinator,IT,Manufacturing,Female,Latino,61,8/10/2014,57446,0,United States,Nashville,,Privileged
E02307,Skylar Evans,Skylar ,Evans,SEvans@scorpius.com,Director,Accounting,Research & Development,Female,Caucasian,42,6/4/2009,174099,0.26,United States,Nashville,,Privileged
E02375,Lincoln Huynh,Lincoln ,Huynh,LHuynh@scorpius.com,Sr. Manger,Finance,Manufacturing,Male,Asian,63,2/8/2002,128703,0.13,United States,Nashville,,Standard
E02276,Hazel Griffin,Hazel ,Griffin,HGriffin@scorpius.com,Field Engineer,Engineering,Corporate,Female,Caucasian,32,11/9/2015,65247,0,United States,Nashville,,Standard
E00503,Leah Patterson,Leah ,Patterson,LPatterson@scorpius.com,Manager,Human Resources,Research & Development,Female,Caucasian,33,6/11/2012,118253,0.08,United States,Nashville,,Privileged
E00676,Isaac Yoon,Isaac ,Yoon,IYoon@scorpius.com,Manager,Human Resources,Corporate,Male,Asian,41,2/6/2019,126950,0.1,United States,Nashville,,Privileged
E02005,Isabella Bui,Isabella ,Bui,IBui@scorpius.com,Enterprise Architect,IT,Manufacturing,Female,Asian,36,11/21/2014,97500,0,United States,Nashville,,Privileged
E00749,Valentina Moua,Valentina ,Moua,VMoua@scorpius.com,Account Representative,Sales,Manufacturing,Female,Asian,37,11/10/2015,64204,0,United States,Nashville,4/20/2021,Standard
E01413,Caroline Nelson,Caroline ,Nelson,CNelson@scorpius.com,Sr. Account Representative,Sales,Speciality Products,Female,Black,60,7/30/1997,71677,0,United States,Nashville,,Standard
E03928,Miles Dang,Miles ,Dang,MDang@scorpius.com,IT Coordinator,IT,Speciality Products,Male,Asian,61,9/24/2000,40063,0,United States,Nashville,,Privileged
E04109,Leah Bryant,Leah ,Bryant,LBryant@scorpius.com,IT Coordinator,IT,Manufacturing,Female,Caucasian,55,4/30/2004,40124,0,United States,Nashville,,Privileged
E03994,Henry Jung,Henry ,Jung,HJung@scorpius.com,Automation Engineer,Engineering,Manufacturing,Male,Asian,57,2/26/2018,103183,0,United States,Nashville,7/9/2021,Standard
E00639,Benjamin Mai,Benjamin ,Mai,BMai@scorpius.com,System Administrator ,IT,Corporate,Male,Asian,54,6/15/1998,95239,0,United States,Nashville,,Privileged
E00608,Anna Han,Anna ,Han,AHan@scorpius.com,Development Engineer,Engineering,Manufacturing,Female,Asian,29,11/9/2019,75012,0,United States,Nashville,,Standard
E02732,Alice Tran,Alice ,Tran,ATran@scorpius.com,Analyst,Marketing,Corporate,Female,Asian,39,7/29/2014,40897,0,United States,Nashville,,Standard
E01286,Liam Sanders,Liam ,Sanders,LSanders@scorpius.com,Sr. Business Partner,Human Resources,Corporate,Male,Caucasian,46,2/20/2007,75579,0,United States,Nashville,,Standard
E00412,Ezra Banks,Ezra ,Banks,EBanks@scorpius.com,Analyst II,Sales,Research & Development,Male,Caucasian,37,4/23/2010,57531,0,United States,Nashville,,Standard
E01844,Jayden Kang,Jayden ,Kang,JKang@scorpius.com,Analyst,Finance,Research & Development,Male,Asian,46,4/24/2011,55894,0,United States,Nashville,,Standard
E00667,Skylar Shah,Skylar ,Shah,SShah@scorpius.com,Field Engineer,Engineering,Manufacturing,Female,Asian,42,4/27/2012,72903,0,United States,Nashville,,Standard
E00287,Luca Nelson,Luca ,Nelson,LNelson@scorpius.com,Manager,Finance,Speciality Products,Male,Caucasian,60,6/15/2010,106578,0.09,United States,Nashville,,Privileged
E02235,Riley Ramirez,Riley ,Ramirez,RRamirez@scorpius.com,Sr. Business Partner,Human Resources,Research & Development,Female,Latino,52,9/13/1999,92994,0,United States,Nashville,,Standard
E03583,Kayden Jordan,Kayden ,Jordan,KJordan@scorpius.com,Cloud Infrastructure Architect,IT,Research & Development,Male,Caucasian,48,9/14/2010,99335,0,United States,Nashville,,Privileged
E01188,Alexander James,Alexander ,James,AJames@scorpius.com,Sr. Manger,Human Resources,Manufacturing,Male,Caucasian,42,4/18/2013,131179,0.15,United States,Nashville,,Standard
E03289,Christopher Lam,Christopher ,Lam,CLam@scorpius.com,Vice President,Accounting,Manufacturing,Male,Asian,64,3/29/2013,252325,0.4,United States,Nashville,,Privileged
E01947,Sophie Owens,Sophie ,Owens,SOwens@scorpius.com,Analyst II,Finance,Research & Development,Female,Caucasian,30,3/5/2015,52697,0,United States,Nashville,,Standard
E04249,Hadley Dang,Hadley ,Dang,HDang@scorpius.com,Vice President,Accounting,Corporate,Female,Asian,47,12/26/2021,243568,0.33,United States,Nashville,,Privileged
E01090,Ethan Mehta,Ethan ,Mehta,EMehta@scorpius.com,Director,Sales,Research & Development,Male,Asian,49,7/20/2001,199176,0.24,United States,Nashville,,Privileged
E03830,Madison Her,Madison ,Her,MHer@scorpius.com,Technical Architect,IT,Speciality Products,Female,Asian,56,6/22/1996,82806,0,United States,Nashville,,Privileged
E04363,Savannah Singh,Savannah ,Singh,SSingh@scorpius.com,Director,Marketing,Speciality Products,Female,Asian,53,6/20/1997,164399,0.25,United States,Nashville,,Privileged
E04920,Nevaeh Hsu,Nevaeh ,Hsu,NHsu@scorpius.com,Sr. Manger,Human Resources,Manufacturing,Female,Asian,32,4/14/2017,154956,0.13,United States,Nashville,,Standard
E03866,Jordan Zhu,Jordan ,Zhu,JZhu@scorpius.com,Sr. Manger,Marketing,Manufacturing,Male,Asian,32,1/29/2017,143970,0.12,United States,Nashville,12/9/2017,Standard
E04095,Sadie Patterson,Sadie ,Patterson,SPatterson@scorpius.com,Sr. Analyst,Accounting,Speciality Products,Female,Caucasian,38,7/24/2020,89390,0,United States,Nashville,,Standard
E04079,Christopher Butler,Christopher ,Butler,CButler@scorpius.com,Network Architect,IT,Manufacturing,Male,Caucasian,41,10/5/2017,67468,0,United States,Nashville,,Privileged
E02259,Emily Lau,Emily ,Lau,ELau@scorpius.com,Sr. Analyst,Finance,Manufacturing,Female,Asian,35,3/18/2019,74779,0,United States,Nashville,,Standard
E04972,Sophie Oh,Sophie ,Oh,SOh@scorpius.com,Network Engineer,IT,Corporate,Female,Asian,29,11/9/2017,63985,0,United States,Nashville,,Privileged
E01834,Chloe Allen,Chloe ,Allen,CAllen@scorpius.com,Solutions Architect,IT,Manufacturing,Female,Caucasian,64,7/8/2004,77903,0,United States,Nashville,,Privileged
E03124,Caleb Nelson,Caleb ,Nelson,CNelson@scorpius.com,Director,Marketing,Corporate,Male,Caucasian,33,6/12/2017,164396,0.29,United States,Nashville,,Privileged
E01898,Oliver Moua,Oliver ,Moua,OMoua@scorpius.com,IT Systems Architect,IT,Corporate,Male,Asian,29,6/28/2021,71234,0,United States,Nashville,,Privileged
E03910,Nova Hsu,Nova ,Hsu,NHsu@scorpius.com,Manager,Human Resources,Speciality Products,Female,Asian,32,1/3/2017,101870,0.1,United States,Nashville,,Privileged
E01832,Ezra Singh,Ezra ,Singh,ESingh@scorpius.com,Analyst,Finance,Manufacturing,Male,Asian,56,5/10/2006,41561,0,United States,Nashville,,Standard
E02391,Piper Ramos,Piper ,Ramos,PRamos@scorpius.com,Sr. Manger,Sales,Manufacturing,Female,Latino,49,4/2/1996,157057,0.12,United States,Nashville,,Standard
E04697,Eleanor Williams,Eleanor ,Williams,EWilliams@scorpius.com,Enterprise Architect,IT,Speciality Products,Female,Caucasian,61,2/9/2005,64462,0,United States,Nashville,,Privileged
E00371,Melody Grant,Melody ,Grant,MGrant@scorpius.com,Quality Engineer,Engineering,Corporate,Female,Caucasian,41,10/7/2005,79352,0,United States,Nashville,,Standard
E02992,Paisley Sanders,Paisley ,Sanders,PSanders@scorpius.com,Sr. Manger,Marketing,Speciality Products,Female,Caucasian,55,3/27/2001,157812,0.11,United States,Nashville,,Standard
E04369,Santiago f Gray,Santiago ,f Gray,Sf Gray@scorpius.com,Quality Engineer,Engineering,Corporate,Male,Caucasian,27,9/11/2018,80745,0,United States,Nashville,,Standard
E00592,Josephine Richardson,Josephine ,Richardson,JRichardson@scorpius.com,System Administrator ,IT,Manufacturing,Female,Caucasian,57,2/18/1996,75354,0,United States,Nashville,12/14/1996,Privileged
E03532,Jaxson Santiago,Jaxson ,Santiago,JSantiago@scorpius.com,Engineering Manager,Engineering,Research & Development,Male,Latino,56,9/20/2018,78938,0.14,United States,Nashville,,Standard
E00863,Lincoln Ramos,Lincoln ,Ramos,LRamos@scorpius.com,Operations Engineer,Engineering,Corporate,Male,Latino,59,9/10/2008,96313,0,United States,Nashville,,Standard
E03310,Dylan Campbell,Dylan ,Campbell,DCampbell@scorpius.com,Director,Engineering,Speciality Products,Male,Caucasian,45,11/29/2010,153767,0.27,United States,Nashville,,Privileged
E01883,Olivia Gray,Olivia ,Gray,OGray@scorpius.com,Manager,Marketing,Research & Development,Female,Black,42,9/19/2015,103423,0.06,United States,Nashville,,Privileged
E00369,Genesis Woods,Genesis ,Woods,GWoods@scorpius.com,Manager,Human Resources,Speciality Products,Female,Black,33,8/21/2013,105390,0.06,United States,Nashville,,Privileged
E03278,Nevaeh James,Nevaeh ,James,NJames@scorpius.com,Solutions Architect,IT,Speciality Products,Female,Caucasian,45,11/3/2017,66660,0,United States,Nashville,,Privileged
E02492,Parker Sandoval,Parker ,Sandoval,PSandoval@scorpius.com,Manager,Human Resources,Speciality Products,Male,Latino,59,6/10/2015,101985,0.07,United States,Nashville,,Privileged
E03055,Austin Rojas,Austin ,Rojas,ARojas@scorpius.com,Vice President,Finance,Corporate,Male,Latino,29,12/5/2018,199504,0.3,United States,Nashville,,Privileged
E00717,Axel Santos,Axel ,Santos,ASantos@scorpius.com,Sr. Analyst,Accounting,Speciality Products,Male,Latino,62,2/17/2011,94422,0,United States,Nashville,,Standard
E04637,Samuel Song,Samuel ,Song,SSong@scorpius.com,Director,Sales,Corporate,Male,Asian,31,6/29/2015,191026,0.16,United States,Nashville,,Privileged
E00340,Eliana Allen,Eliana ,Allen,EAllen@scorpius.com,Business Partner,Human Resources,Research & Development,Female,Caucasian,56,8/20/2009,52800,0,United States,Nashville,,Standard
E04751,Grayson James,Grayson ,James,GJames@scorpius.com,Operations Engineer,Engineering,Speciality Products,Male,Caucasian,54,12/5/2010,113982,0,United States,Nashville,,Standard
E01111,Santiago f Moua,Santiago ,f Moua,Sf Moua@scorpius.com,Sr. Manger,Human Resources,Corporate,Male,Asian,45,5/7/2010,145093,0.12,United States,Nashville,,Standard
E03149,Layla Collins,Layla ,Collins,LCollins@scorpius.com,IT Systems Architect,IT,Speciality Products,Female,Caucasian,26,3/11/2021,74170,0,United States,Nashville,,Privileged
E00952,Jaxon Powell,Jaxon ,Powell,JPowell@scorpius.com,Field Engineer,Engineering,Research & Development,Male,Caucasian,59,3/29/1996,62605,0,United States,Nashville,,Standard
E04380,Naomi Washington,Naomi ,Washington,NWashington@scorpius.com,Manager,IT,Speciality Products,Female,Caucasian,51,3/13/2020,107195,0.09,United States,Nashville,,Privileged
E04095,Ryan Holmes,Ryan ,Holmes,RHolmes@scorpius.com,Sr. Manger,Marketing,Speciality Products,Male,Caucasian,45,1/11/2018,127422,0.15,United States,Nashville,,Standard
E04994,Bella Holmes,Bella ,Holmes,BHolmes@scorpius.com,Director,Accounting,Research & Development,Female,Caucasian,35,6/26/2017,161269,0.27,United States,Nashville,,Privileged
E03595,Christopher Howard,Christopher ,Howard,CHoward@scorpius.com,Enterprise Architect,IT,Speciality Products,Male,Caucasian,61,8/26/2019,75780,0,United States,Nashville,,Privileged
E04464,Cooper Yoon,Cooper ,Yoon,CYoon@scorpius.com,Engineering Manager,Engineering,Research & Development,Male,Asian,60,2/15/2018,106079,0.14,United States,Nashville,4/9/2021,Standard
E02135,John Delgado,John ,Delgado,JDelgado@scorpius.com,Cloud Infrastructure Architect,IT,Corporate,Male,Latino,30,2/11/2017,92058,0,United States,Nashville,,Privileged
E01684,Jaxson Liang,Jaxson ,Liang,JLiang@scorpius.com,Field Engineer,Engineering,Manufacturing,Male,Asian,64,3/3/2019,67114,0,United States,Nashville,,Standard
E03362,Lily Henderson,Lily ,Henderson,LHenderson@scorpius.com,HRIS Analyst,Human Resources,Manufacturing,Female,Caucasian,61,5/20/2011,64937,0,United States,Nashville,,Standard
E01108,Hannah Martinez,Hannah ,Martinez,HMartinez@scorpius.com,Manager,Marketing,Manufacturing,Female,Latino,65,9/7/2006,127626,0.1,United States,Nashville,,Privileged
E02217,William Phillips,William ,Phillips,WPhillips@scorpius.com,Network Architect,IT,Corporate,Male,Black,61,1/27/2004,88478,0,United States,Nashville,,Privileged
E03795,Hazel Young,Hazel ,Young,HYoung@scorpius.com,Sr. Manger,Sales,Speciality Products,Female,Black,30,8/13/2017,154624,0.15,United States,Nashville,,Standard
E01582,Elijah Coleman,Elijah ,Coleman,EColeman@scorpius.com,Sr. Manger,Sales,Research & Development,Male,Caucasian,53,10/19/2014,159538,0.11,United States,Nashville,,Standard
E04872,Isaac Stewart,Isaac ,Stewart,IStewart@scorpius.com,Director,Marketing,Speciality Products,Male,Caucasian,25,8/15/2020,172007,0.26,United States,Nashville,,Privileged
E01337,Andrew Coleman,Andrew ,Coleman,AColeman@scorpius.com,Director,Finance,Corporate,Male,Caucasian,41,5/15/2019,174415,0.23,United States,Nashville,,Privileged
E03637,Landon Thao,Landon ,Thao,LThao@scorpius.com,HRIS Analyst,Human Resources,Speciality Products,Male,Asian,25,1/21/2021,67299,0,United States,Nashville,,Standard
E03455,Hadley Ford,Hadley ,Ford,HFord@scorpius.com,Systems Analyst,IT,Research & Development,Female,Caucasian,52,2/23/2005,45286,0,United States,Nashville,,Privileged
E03354,Austin Brown,Austin ,Brown,ABrown@scorpius.com,Director,Marketing,Research & Development,Male,Caucasian,48,8/8/2007,194723,0.25,United States,Nashville,,Privileged
E02274,Isabella Bailey,Isabella ,Bailey,IBailey@scorpius.com,Network Administrator,IT,Manufacturing,Female,Caucasian,36,8/23/2010,61310,0,United States,Nashville,,Privileged
E00480,Hadley Yee,Hadley ,Yee,HYee@scorpius.com,Business Partner,Human Resources,Speciality Products,Female,Asian,31,3/12/2018,47913,0,United States,Nashville,,Standard
E00203,Julia Doan,Julia ,Doan,JDoan@scorpius.com,Business Partner,Human Resources,Speciality Products,Female,Asian,53,9/7/2017,46727,0,United States,Nashville,5/31/2018,Standard
E00647,Dylan Ali,Dylan ,Ali,DAli@scorpius.com,Sr. Manger,Human Resources,Speciality Products,Male,Asian,27,4/16/2021,133400,0.11,United States,Nashville,,Standard
E03296,Eloise Trinh,Eloise ,Trinh,ETrinh@scorpius.com,Solutions Architect,IT,Speciality Products,Female,Asian,39,4/22/2020,90535,0,United States,Nashville,,Privileged
E00647,Emily Gupta,Emily ,Gupta,EGupta@scorpius.com,HRIS Analyst,Human Resources,Corporate,Female,Asian,44,2/23/2006,63705,0,United States,Nashville,,Standard
E02522,Silas Rivera,Silas ,Rivera,SRivera@scorpius.com,Vice President,Sales,Corporate,Male,Latino,48,2/28/2000,258081,0.3,United States,Nashville,,Privileged
E00459,Jackson Jordan,Jackson ,Jordan,JJordan@scorpius.com,Business Partner,Human Resources,Research & Development,Male,Black,48,9/21/2020,54654,0,United States,Nashville,,Standard
E03007,Isaac Joseph,Isaac ,Joseph,IJoseph@scorpius.com,Analyst,Sales,Manufacturing,Male,Caucasian,54,9/24/1998,58006,0,United States,Nashville,,Standard
E00952,Leilani Thao,Leilani ,Thao,LThao@scorpius.com,Director,Human Resources,Speciality Products,Female,Asian,38,5/30/2007,198562,0.22,United States,Nashville,,Privileged
E03863,Madeline Watson,Madeline ,Watson,MWatson@scorpius.com,Account Representative,Sales,Research & Development,Female,Black,40,5/27/2009,62411,0,United States,Nashville,8/14/2021,Standard
E02710,Silas Huang,Silas ,Huang,SHuang@scorpius.com,Engineering Manager,Engineering,Research & Development,Male,Asian,57,1/9/1992,111299,0.12,United States,Nashville,,Standard
E01895,Peyton Walker,Peyton ,Walker,PWalker@scorpius.com,Analyst,Marketing,Research & Development,Female,Caucasian,43,7/13/2019,41545,0,United States,Nashville,,Standard
E01339,Jeremiah Hernandez,Jeremiah ,Hernandez,JHernandez@scorpius.com,Network Engineer,IT,Manufacturing,Male,Latino,26,4/14/2019,74467,0,United States,Nashville,1/15/2021,Privileged
E02938,Jace Washington,Jace ,Washington,JWashington@scorpius.com,Manager,Accounting,Research & Development,Male,Caucasian,44,2/9/2002,117545,0.06,United States,Nashville,,Privileged
E03379,Landon Kim,Landon ,Kim,LKim@scorpius.com,Manager,Human Resources,Speciality Products,Male,Asian,50,3/15/2012,117226,0.08,United States,Nashville,,Privileged
E02153,Peyton Vasquez,Peyton ,Vasquez,PVasquez@scorpius.com,Analyst,Accounting,Corporate,Female,Latino,26,1/24/2019,55767,0,United States,Nashville,,Standard
E00994,Charlotte Baker,Charlotte ,Baker,CBaker@scorpius.com,Analyst II,Sales,Manufacturing,Female,Caucasian,29,11/17/2016,60930,0,United States,Nashville,,Standard
E00869,Nova Lin,Nova ,Lin,NLin@scorpius.com,Cloud Infrastructure Architect,IT,Manufacturing,Female,Asian,33,10/21/2017,69332,0,United States,Nashville,,Privileged
E00538,Caleb Xiong,Caleb ,Xiong,CXiong@scorpius.com,Sr. Account Representative,Sales,Corporate,Male,Asian,38,11/28/2011,74010,0,United States,Nashville,,Standard
E01415,Henry Green,Henry ,Green,HGreen@scorpius.com,Sr. Account Representative,Sales,Speciality Products,Male,Caucasian,32,2/3/2020,96598,0,United States,Nashville,,Standard
E00717,Madelyn Chan,Madelyn ,Chan,MChan@scorpius.com,Manager,Sales,Speciality Products,Female,Asian,64,5/21/2003,106444,0.05,United States,Nashville,,Privileged
E00225,Angel Delgado,Angel ,Delgado,ADelgado@scorpius.com,Director,Finance,Corporate,Male,Latino,31,8/10/2017,156931,0.28,United States,Nashville,,Privileged
E04978,Peyton Harris,Peyton ,Harris,PHarris@scorpius.com,Enterprise Architect,IT,Research & Development,Female,Caucasian,45,4/5/2009,64505,0,United States,Nashville,,Privileged
E00880,Grace Carter,Grace ,Carter,GCarter@scorpius.com,Sr. Manger,Human Resources,Speciality Products,Female,Black,25,3/17/2021,155080,0.1,United States,Nashville,,Standard
E04335,Parker Allen,Parker ,Allen,PAllen@scorpius.com,Sr. Analyst,Sales,Speciality Products,Male,Caucasian,31,8/13/2018,81828,0,United States,Nashville,,Standard
E04089,Sebastian Fong,Sebastian ,Fong,SFong@scorpius.com,Sr. Manger,IT,Manufacturing,Male,Asian,46,12/16/2017,136716,0.12,United States,Nashville,,Privileged
E02059,Roman Munoz,Roman ,Munoz,RMunoz@scorpius.com,Sr. Manger,Sales,Speciality Products,Male,Latino,54,10/20/2011,122644,0.12,United States,Nashville,,Standard
E03894,Charlotte Chang,Charlotte ,Chang,CChang@scorpius.com,Manager,Sales,Research & Development,Female,Asian,50,5/7/2000,106428,0.07,United States,Nashville,,Privileged
E03106,Xavier Davis,Xavier ,Davis,XDavis@scorpius.com,Vice President,Finance,Corporate,Male,Caucasian,36,1/17/2009,238236,0.31,United States,Nashville,,Privileged
E01350,Natalie Carter,Natalie ,Carter,NCarter@scorpius.com,Director,Finance,Corporate,Female,Caucasian,64,12/21/2012,153253,0.24,United States,Nashville,,Privileged
E02900,Elena Richardson,Elena ,Richardson,ERichardson@scorpius.com,Manager,Accounting,Manufacturing,Female,Caucasian,34,10/3/2014,103707,0.09,United States,Nashville,,Privileged
E02202,Emilia Bailey,Emilia ,Bailey,EBailey@scorpius.com,Vice President,Accounting,Speciality Products,Female,Caucasian,41,8/9/2012,245360,0.37,United States,Nashville,,Privileged
E02696,Ryan Lu,Ryan ,Lu,RLu@scorpius.com,Development Engineer,Engineering,Speciality Products,Male,Asian,25,7/8/2021,67275,0,United States,Nashville,,Standard
E01722,Asher Huynh,Asher ,Huynh,AHuynh@scorpius.com,Manager,IT,Manufacturing,Male,Asian,45,1/22/2015,101288,0.1,United States,Nashville,,Privileged
E00640,Paisley Bryant,Paisley ,Bryant,PBryant@scorpius.com,Cloud Infrastructure Architect,IT,Manufacturing,Female,Black,37,4/27/2016,91400,0,United States,Nashville,,Privileged
E03412,Joshua Martin,Joshua ,Martin,JMartin@scorpius.com,Sr. Manger,Human Resources,Research & Development,Male,Black,42,10/20/2003,135558,0.14,United States,Nashville,,Standard
E00646,Charles Moore,Charles ,Moore,CMoore@scorpius.com,Analyst,Accounting,Speciality Products,Male,Caucasian,49,12/17/2011,56878,0,United States,Nashville,,Standard
E03580,Maverick Medina,Maverick ,Medina,MMedina@scorpius.com,Analyst II,Sales,Manufacturing,Male,Latino,39,5/27/2007,51234,0,United States,Nashville,,Standard
E00446,Isaac Han,Isaac ,Han,IHan@scorpius.com,Vice President,Human Resources,Speciality Products,Male,Asian,31,1/14/2015,230025,0.34,United States,Nashville,,Privileged
E01749,Nathan Lee,Nathan ,Lee,NLee@scorpius.com,Analyst,Accounting,Manufacturing,Male,Asian,29,8/20/2016,58703,0,United States,Nashville,,Standard
E01338,Jaxson Coleman,Jaxson ,Coleman,JColeman@scorpius.com,Manager,Finance,Manufacturing,Male,Caucasian,32,4/15/2020,126671,0.09,United States,Nashville,,Privileged
E03000,Hailey Hong,Hailey ,Hong,HHong@scorpius.com,Account Representative,Sales,Research & Development,Female,Asian,33,1/22/2021,56405,0,United States,Nashville,,Standard
E02684,Aaron Maldonado,Aaron ,Maldonado,AMaldonado@scorpius.com,Analyst II,Finance,Manufacturing,Male,Latino,39,9/17/2008,62861,0,United States,Nashville,,Standard
E03168,Nora Le,Nora ,Le,NLe@scorpius.com,Sr. Manger,IT,Manufacturing,Female,Asian,53,4/12/1997,154388,0.1,United States,Nashville,,Privileged
E00758,Alice Roberts,Alice ,Roberts,ARoberts@scorpius.com,Director,Human Resources,Manufacturing,Female,Caucasian,54,9/26/1994,162978,0.17,United States,Nashville,5/24/2004,Privileged
E03691,Colton Garcia,Colton ,Garcia,CGarcia@scorpius.com,Solutions Architect,IT,Speciality Products,Male,Latino,55,11/17/1993,80170,0,United States,Nashville,,Privileged
E01488,Stella Lai,Stella ,Lai,SLai@scorpius.com,Sr. Analyst,Accounting,Manufacturing,Female,Asian,44,4/28/2021,98520,0,United States,Nashville,,Standard
E04415,Leonardo Luong,Leonardo ,Luong,LLuong@scorpius.com,Manager,Finance,Manufacturing,Male,Asian,52,12/29/1999,116527,0.07,United States,Nashville,,Privileged
E03278,Nicholas Wong,Nicholas ,Wong,NWong@scorpius.com,Director,Sales,Research & Development,Male,Asian,27,11/7/2019,174607,0.29,United States,Nashville,,Privileged
E00282,Jeremiah Castillo,Jeremiah ,Castillo,JCastillo@scorpius.com,Analyst II,Accounting,Research & Development,Male,Latino,58,4/12/2006,64202,0,United States,Nashville,,Standard
E00559,Penelope Silva,Penelope ,Silva,PSilva@scorpius.com,Network Architect,IT,Speciality Products,Female,Latino,36,11/3/2016,94618,0,United States,Nashville,,Privileged
E02558,Jose Richardson,Jose ,Richardson,JRichardson@scorpius.com,Director,Marketing,Research & Development,Male,Caucasian,26,10/15/2019,151556,0.2,United States,Nashville,,Privileged
E00956,Eleanor Chau,Eleanor ,Chau,EChau@scorpius.com,Development Engineer,Engineering,Research & Development,Female,Asian,37,3/8/2020,80659,0,United States,Nashville,,Standard
E00126,Isabella Scott,Isabella ,Scott,IScott@scorpius.com,Network Administrator,IT,Research & Development,Female,Caucasian,58,4/26/2016,72045,0,United States,Nashville,,Privileged
E00481,Jameson Nelson,Jameson ,Nelson,JNelson@scorpius.com,Network Architect,IT,Research & Development,Male,Caucasian,61,3/8/2016,96566,0,United States,Nashville,,Privileged
E02833,Adrian Fernandez,Adrian ,Fernandez,AFernandez@scorpius.com,Systems Analyst,IT,Research & Development,Male,Latino,45,8/23/2001,54994,0,United States,Nashville,,Privileged
E03902,Madison Hunter,Madison ,Hunter,MHunter@scorpius.com,Network Administrator,IT,Corporate,Female,Caucasian,40,2/5/2012,61523,0,United States,Nashville,,Privileged
E02310,Jordan Phillips,Jordan ,Phillips,JPhillips@scorpius.com,Vice President,Human Resources,Corporate,Male,Black,45,12/12/2010,190512,0.32,United States,Nashville,,Privileged
E00836,Wesley King,Wesley ,King,WKing@scorpius.com,Manager,Accounting,Manufacturing,Male,Caucasian,57,1/19/2019,101577,0.05,United States,Nashville,,Privileged
